id_cliente,idade_cliente,genero,nivel_educacional,estado_civil,num_dependentes,ctg_renda_anual,ctg_cartao_credito,limite_credito_cartao,sld_tot_rotativo_cartao,credito_disponivel_media_12_meses,taxa_media_utilizacao_cartao,meses_relacionamento,num_produtos_detidos,meses_inativos_ultimo_12_meses,num_contatos_ultimo_12_meses,tot_cont_transacoes_ultimo_12_meses,vlr_tot_transacoes_ultimo_12_meses,dif_vlr_transacao_t4_t1,dif_cont_transacao_t4_t1,conta_encerrada,probabilidade_encerramento
713058858,54,F,GRADUATE,UNKNOWN,2,LESS THAN 40K,BLUE,1695,913,782,0.539,46,5,3,2,48,2130,0.449,0.5,ATTRITED CUSTOMER,99.4375
708501783,43,M,HIGHSCHOOL,MARRIED,2,MORE THAN 120K,BLUE,34516,1477,33039,0.043,36,6,2,4,40,1868,0.324,0.212,ATTRITED CUSTOMER,99.4329
780384483,49,M,UNKNOWN,UNKNOWN,4,80K - 120K,BLUE,2886,925,1961,0.321,39,2,2,2,58,5481,0.946,0.758,ATTRITED CUSTOMER,99.4306
789212883,30,F,UNEDUCATED,DIVORCED,1,LESS THAN 40K,BLUE,1644,0,1644,0.0,19,6,1,2,44,2533,0.82,0.517,ATTRITED CUSTOMER,99.425
816261858,61,M,GRADUATE,SINGLE,0,40K - 60K,BLUE,3984,2245,1739,0.564,56,2,5,4,39,1821,0.612,0.696,ATTRITED CUSTOMER,99.4241
778910883,53,M,UNKNOWN,MARRIED,2,80K - 120K,BLUE,1837,875,962,0.476,34,4,3,2,43,2169,0.58,0.654,ATTRITED CUSTOMER,99.4241
711100608,55,M,UNEDUCATED,SINGLE,1,60K - 80K,BLUE,1723,0,1723,0.0,48,5,2,2,43,2574,1.038,0.72,ATTRITED CUSTOMER,99.4239
717060858,31,M,GRADUATE,MARRIED,0,LESS THAN 40K,BLUE,6911,2517,4394,0.364,36,3,2,3,71,8123,0.934,0.732,ATTRITED CUSTOMER,99.4199
712457208,58,M,GRADUATE,SINGLE,1,80K - 120K,BLUE,22718,0,22718,0.0,36,6,3,4,77,8100,0.747,0.833,ATTRITED CUSTOMER,99.4164
789684258,57,M,POSTGRADUATE,SINGLE,2,80K - 120K,SILVER,34516,1847,32669,0.054,43,2,3,3,61,7842,0.557,0.794,ATTRITED CUSTOMER,99.4135
789382758,54,M,GRADUATE,SINGLE,3,40K - 60K,BLUE,5501,0,5501,0.0,44,6,3,3,51,2050,0.519,0.821,ATTRITED CUSTOMER,99.412
794560833,47,F,GRADUATE,MARRIED,3,40K - 60K,BLUE,5496,0,5496,0.0,31,6,3,6,34,1913,0.548,0.308,ATTRITED CUSTOMER,99.4087
720719883,54,F,GRADUATE,SINGLE,1,UNKNOWN,BLUE,1874,0,1874,0.0,41,3,3,3,55,2535,0.806,0.618,ATTRITED CUSTOMER,99.4085
720201033,53,M,GRADUATE,MARRIED,2,80K - 120K,BLUE,11669,2227,9442,0.191,41,3,3,2,23,720,0.622,0.353,ATTRITED CUSTOMER,99.4069
716669658,51,F,HIGHSCHOOL,SINGLE,1,LESS THAN 40K,BLUE,2006,1608,398,0.802,33,6,3,3,38,2760,1.043,0.652,ATTRITED CUSTOMER,99.406
711147483,46,F,GRADUATE,SINGLE,3,LESS THAN 40K,BLUE,8551,1067,7484,0.125,28,2,2,3,32,1097,0.931,0.778,ATTRITED CUSTOMER,99.4039
710729358,40,F,HIGHSCHOOL,SINGLE,2,UNKNOWN,BLUE,6479,0,6479,0.0,30,6,3,4,42,2539,0.946,0.5,ATTRITED CUSTOMER,99.3999
716124408,32,M,GRADUATE,SINGLE,2,MORE THAN 120K,GOLD,34516,1692,32824,0.049,22,2,2,3,64,7486,0.983,0.73,ATTRITED CUSTOMER,99.3998
774760458,62,F,HIGHSCHOOL,UNKNOWN,1,40K - 60K,BLUE,3807,2517,1290,0.661,56,3,5,1,36,1739,0.506,0.5,ATTRITED CUSTOMER,99.3992
720504633,46,M,UNEDUCATED,UNKNOWN,2,60K - 80K,BLUE,3254,0,3254,0.0,32,6,2,3,24,967,0.733,1.182,ATTRITED CUSTOMER,99.3974
779055033,43,F,UNEDUCATED,UNKNOWN,3,LESS THAN 40K,BLUE,8256,2416,5840,0.293,24,1,2,2,64,8104,0.696,0.73,ATTRITED CUSTOMER,99.3959
713025558,53,F,DOCTORATE,SINGLE,5,LESS THAN 40K,BLUE,1438,0,1438,0.0,38,3,2,3,47,1935,0.367,0.469,ATTRITED CUSTOMER,99.3955
709536483,57,M,GRADUATE,MARRIED,3,60K - 80K,BLUE,8701,215,8486,0.025,49,5,0,3,41,1999,0.527,0.414,ATTRITED CUSTOMER,99.3915
808273533,39,M,HIGHSCHOOL,SINGLE,2,60K - 80K,BLUE,1818,0,1818,0.0,34,3,4,3,55,2054,0.651,0.774,ATTRITED CUSTOMER,99.3895
717368208,49,M,GRADUATE,SINGLE,1,MORE THAN 120K,BLUE,26723,0,26723,0.0,36,6,2,4,43,2138,0.716,0.593,ATTRITED CUSTOMER,99.3881
711159108,58,F,HIGHSCHOOL,MARRIED,0,LESS THAN 40K,BLUE,7418,396,7022,0.053,36,3,2,2,26,911,0.826,1.0,ATTRITED CUSTOMER,99.38
716977758,44,F,UNEDUCATED,MARRIED,3,LESS THAN 40K,BLUE,3675,2517,1158,0.685,36,2,3,1,35,1913,0.766,0.667,ATTRITED CUSTOMER,99.3778
713741358,46,M,GRADUATE,SINGLE,5,80K - 120K,BLUE,32975,2517,30458,0.076,33,6,3,3,17,597,0.658,0.7,ATTRITED CUSTOMER,99.3759
711116133,50,F,UNEDUCATED,SINGLE,1,LESS THAN 40K,BLUE,1838,0,1838,0.0,37,3,2,4,47,2461,0.743,1.136,ATTRITED CUSTOMER,99.3759
757194408,43,M,COLLEGE,MARRIED,3,60K - 80K,BLUE,1438,0,1438,0.0,36,2,3,3,38,1707,0.539,1.111,ATTRITED CUSTOMER,99.3741
827964858,58,F,UNEDUCATED,DIVORCED,1,UNKNOWN,BLUE,3266,859,2407,0.263,54,3,5,3,46,2151,0.74,0.438,ATTRITED CUSTOMER,99.3712
824140908,52,M,UNEDUCATED,SINGLE,3,MORE THAN 120K,BLUE,20974,0,20974,0.0,48,5,3,4,27,1246,0.0,0.0,ATTRITED CUSTOMER,99.37
709259958,53,F,GRADUATE,SINGLE,1,LESS THAN 40K,BLUE,5541,2517,3024,0.454,44,1,3,2,73,9195,0.879,0.825,ATTRITED CUSTOMER,99.3697
757854858,50,M,UNKNOWN,MARRIED,2,60K - 80K,BLUE,3143,0,3143,0.0,43,4,3,4,37,2297,0.764,0.321,ATTRITED CUSTOMER,99.3691
716099958,39,F,UNKNOWN,MARRIED,5,40K - 60K,BLUE,3333,1867,1466,0.56,31,3,3,6,50,3348,0.947,0.282,ATTRITED CUSTOMER,99.3661
718296558,44,F,UNKNOWN,MARRIED,4,40K - 60K,BLUE,1691,1327,364,0.785,31,4,3,5,33,2345,0.774,0.435,ATTRITED CUSTOMER,99.3654
713096583,40,F,HIGHSCHOOL,SINGLE,1,LESS THAN 40K,BLUE,1438,544,894,0.378,36,4,3,2,40,2294,0.543,0.739,ATTRITED CUSTOMER,99.3593
753220383,29,M,GRADUATE,SINGLE,0,MORE THAN 120K,BLUE,11722,0,11722,0.0,22,2,2,3,78,8302,0.778,0.902,ATTRITED CUSTOMER,99.3588
709079883,45,F,DOCTORATE,MARRIED,4,LESS THAN 40K,BLUE,1663,1012,651,0.609,36,5,3,3,38,2729,0.886,0.52,ATTRITED CUSTOMER,99.3577
709537683,37,M,COLLEGE,MARRIED,3,80K - 120K,BLUE,11638,926,10712,0.08,30,3,4,3,15,563,0.262,0.364,ATTRITED CUSTOMER,99.353
709101258,41,F,HIGHSCHOOL,DIVORCED,2,LESS THAN 40K,BLUE,1478,524,954,0.355,28,4,2,2,46,2180,0.751,0.643,ATTRITED CUSTOMER,99.3519
720270633,40,F,GRADUATE,SINGLE,3,LESS THAN 40K,BLUE,1516,0,1516,0.0,36,5,3,1,54,2709,0.737,0.385,ATTRITED CUSTOMER,99.3512
709145958,43,F,UNKNOWN,MARRIED,3,LESS THAN 40K,BLUE,2440,1002,1438,0.411,36,2,2,2,42,1533,0.061,0.105,ATTRITED CUSTOMER,99.3484
827111283,45,M,GRADUATE,SINGLE,3,80K - 120K,BLUE,32426,578,31848,0.018,41,2,2,2,28,1109,1.042,0.474,EXISTING CUSTOMER,99.3406
789942033,43,M,GRADUATE,SINGLE,4,60K - 80K,BLUE,10573,0,10573,0.0,34,5,3,3,43,2237,0.794,0.387,ATTRITED CUSTOMER,99.3345
711716133,42,F,HIGHSCHOOL,MARRIED,3,40K - 60K,BLUE,1585,1381,204,0.871,34,6,3,1,40,2360,0.706,0.379,ATTRITED CUSTOMER,99.3336
716510658,50,F,DOCTORATE,SINGLE,0,LESS THAN 40K,BLUE,2595,2353,242,0.907,38,4,3,3,41,2526,0.924,0.577,ATTRITED CUSTOMER,99.3328
718826883,50,M,UNEDUCATED,SINGLE,3,80K - 120K,BLUE,6925,0,6925,0.0,36,6,3,2,36,2506,0.821,0.44,ATTRITED CUSTOMER,99.3275
713583408,51,F,GRADUATE,SINGLE,4,40K - 60K,BLUE,4708,920,3788,0.195,37,2,3,2,50,2179,0.544,1.273,ATTRITED CUSTOMER,99.3212
720330558,44,M,GRADUATE,MARRIED,3,80K - 120K,BLUE,25256,966,24290,0.038,25,5,2,3,40,2048,0.488,0.333,ATTRITED CUSTOMER,99.318
712901283,53,F,GRADUATE,SINGLE,2,40K - 60K,BLUE,2121,0,2121,0.0,36,2,3,2,32,1464,0.618,0.778,ATTRITED CUSTOMER,99.3141
710674533,46,M,UNEDUCATED,MARRIED,1,60K - 80K,BLUE,15060,0,15060,0.0,34,3,3,4,42,1611,0.545,0.4,ATTRITED CUSTOMER,99.3125
709608708,29,M,GRADUATE,MARRIED,1,60K - 80K,BLUE,6500,2517,3983,0.387,17,5,1,4,79,9451,0.915,0.646,ATTRITED CUSTOMER,99.3109
709961958,58,F,HIGHSCHOOL,DIVORCED,4,UNKNOWN,BLUE,21065,2517,18548,0.119,45,4,1,1,32,1060,0.84,0.333,ATTRITED CUSTOMER,99.3076
720401658,53,F,GRADUATE,SINGLE,3,LESS THAN 40K,BLUE,1438,1030,408,0.716,34,5,3,5,38,1985,0.609,0.407,ATTRITED CUSTOMER,99.3071
720006333,48,M,COLLEGE,DIVORCED,2,80K - 120K,BLUE,4479,0,4479,0.0,40,4,3,3,63,4520,0.89,0.37,ATTRITED CUSTOMER,99.2991
710958933,43,M,GRADUATE,SINGLE,3,40K - 60K,BLUE,6080,787,5293,0.129,35,5,3,2,56,4866,0.975,0.647,ATTRITED CUSTOMER,99.2966
708536283,35,M,DOCTORATE,SINGLE,1,80K - 120K,BLUE,2904,2517,387,0.867,27,3,2,2,46,2653,0.624,0.586,ATTRITED CUSTOMER,99.2955
710284233,33,M,UNEDUCATED,MARRIED,4,80K - 120K,BLUE,1438,0,1438,0.0,36,5,3,4,43,2439,0.98,0.72,ATTRITED CUSTOMER,99.2939
714237033,42,F,UNEDUCATED,MARRIED,4,UNKNOWN,BLUE,5557,2246,3311,0.404,36,6,2,3,39,2299,0.518,0.444,ATTRITED CUSTOMER,99.2889
712240083,38,F,UNKNOWN,SINGLE,3,LESS THAN 40K,BLUE,3730,2517,1213,0.675,30,6,2,2,22,858,0.853,0.467,ATTRITED CUSTOMER,99.2851
718152333,41,F,DOCTORATE,SINGLE,3,UNKNOWN,BLUE,2246,0,2246,0.0,36,2,3,6,51,3607,0.725,0.821,ATTRITED CUSTOMER,99.2843
781306758,58,M,UNEDUCATED,SINGLE,2,80K - 120K,BLUE,3091,2517,574,0.814,52,1,2,4,49,1844,0.602,0.633,ATTRITED CUSTOMER,99.2822
709321908,47,M,HIGHSCHOOL,SINGLE,3,80K - 120K,BLUE,7498,2319,5179,0.309,29,2,2,3,51,1676,0.484,0.759,ATTRITED CUSTOMER,99.2806
710278458,52,M,HIGHSCHOOL,SINGLE,2,80K - 120K,BLUE,11617,2517,9100,0.217,43,4,3,3,43,1643,0.457,0.483,ATTRITED CUSTOMER,99.2779
708726708,42,F,GRADUATE,SINGLE,3,40K - 60K,BLUE,1451,599,852,0.413,36,6,2,3,35,2192,0.752,0.458,ATTRITED CUSTOMER,99.2762
772150983,48,F,HIGHSCHOOL,UNKNOWN,3,LESS THAN 40K,BLUE,2363,978,1385,0.414,37,4,2,1,40,2635,0.662,0.538,ATTRITED CUSTOMER,99.2743
715113933,54,M,UNKNOWN,SINGLE,1,80K - 120K,BLUE,11077,573,10504,0.052,36,2,3,2,87,8165,0.973,0.776,ATTRITED CUSTOMER,99.2653
716122008,44,F,UNKNOWN,MARRIED,3,LESS THAN 40K,BLUE,1855,0,1855,0.0,35,3,3,2,27,2544,0.988,0.929,ATTRITED CUSTOMER,99.2597
709987683,46,F,GRADUATE,MARRIED,4,UNKNOWN,BLUE,2286,0,2286,0.0,36,4,3,4,40,2798,1.057,0.481,ATTRITED CUSTOMER,99.2561
789907533,49,M,GRADUATE,MARRIED,3,80K - 120K,BLUE,4576,193,4383,0.042,40,4,2,3,54,3100,0.85,0.742,ATTRITED CUSTOMER,99.2525
720362058,57,M,UNEDUCATED,SINGLE,2,60K - 80K,SILVER,32182,0,32182,0.0,49,4,3,3,46,1937,0.52,0.704,ATTRITED CUSTOMER,99.229
708319908,37,M,GRADUATE,SINGLE,3,80K - 120K,BLUE,4116,1473,2643,0.358,17,1,1,2,70,8667,1.023,0.892,ATTRITED CUSTOMER,99.2197
720206658,40,F,GRADUATE,MARRIED,3,LESS THAN 40K,BLUE,1479,458,1021,0.31,29,6,2,4,44,1811,0.466,0.517,ATTRITED CUSTOMER,99.219
712369308,48,F,DOCTORATE,DIVORCED,4,40K - 60K,BLUE,3646,1047,2599,0.287,35,4,3,2,38,1969,0.633,0.52,ATTRITED CUSTOMER,99.2164
714967233,52,M,DOCTORATE,MARRIED,2,MORE THAN 120K,BLUE,11188,0,11188,0.0,34,3,2,3,47,2109,0.658,0.621,ATTRITED CUSTOMER,99.2135
716717733,55,F,UNEDUCATED,SINGLE,3,LESS THAN 40K,BLUE,4841,859,3982,0.177,47,2,5,4,87,8918,1.003,0.977,ATTRITED CUSTOMER,99.2022
781794708,35,M,POSTGRADUATE,UNKNOWN,3,80K - 120K,BLUE,17030,1911,15119,0.112,29,2,1,3,25,715,0.528,0.562,ATTRITED CUSTOMER,99.2008
716924958,65,F,GRADUATE,SINGLE,2,LESS THAN 40K,BLUE,6812,1926,4886,0.283,56,3,0,3,48,2288,0.735,0.778,ATTRITED CUSTOMER,99.1985
712113558,45,M,GRADUATE,MARRIED,2,80K - 120K,BLUE,24844,1273,23571,0.051,36,4,3,3,75,6549,0.437,0.974,ATTRITED CUSTOMER,99.1945
772127508,31,F,UNEDUCATED,MARRIED,1,LESS THAN 40K,BLUE,1438,0,1438,0.0,20,6,2,2,49,2614,0.706,0.531,ATTRITED CUSTOMER,99.1937
720590058,51,F,GRADUATE,SINGLE,1,40K - 60K,BLUE,8840,1794,7046,0.203,36,3,3,3,47,2839,0.848,0.808,ATTRITED CUSTOMER,99.1878
708633783,43,M,UNEDUCATED,SINGLE,3,80K - 120K,BLUE,11336,0,11336,0.0,30,3,2,4,39,1809,0.691,0.345,ATTRITED CUSTOMER,99.1845
719038008,48,F,GRADUATE,SINGLE,4,LESS THAN 40K,BLUE,1705,1192,513,0.699,35,3,2,2,41,4862,0.763,0.242,EXISTING CUSTOMER,99.1783
827476983,56,F,COLLEGE,SINGLE,2,LESS THAN 40K,BLUE,3639,2178,1461,0.599,52,3,5,1,42,1865,0.451,0.5,ATTRITED CUSTOMER,99.1783
719917233,49,M,POSTGRADUATE,MARRIED,3,80K - 120K,BLUE,13382,1159,12223,0.087,36,3,3,2,45,1828,0.404,0.5,ATTRITED CUSTOMER,99.1752
716858433,43,F,GRADUATE,SINGLE,4,LESS THAN 40K,BLUE,3015,0,3015,0.0,32,4,3,1,75,5372,1.058,0.596,ATTRITED CUSTOMER,99.1728
719564208,46,F,UNEDUCATED,SINGLE,1,40K - 60K,BLUE,7195,0,7195,0.0,30,3,2,1,47,2751,1.035,1.136,ATTRITED CUSTOMER,99.164
717461283,38,F,GRADUATE,SINGLE,2,UNKNOWN,BLUE,2214,570,1644,0.257,24,3,2,3,45,2066,0.688,0.25,ATTRITED CUSTOMER,99.1611
820047858,44,F,GRADUATE,UNKNOWN,4,LESS THAN 40K,BLUE,3017,1868,1149,0.619,39,1,4,2,50,2096,0.722,0.471,ATTRITED CUSTOMER,99.1608
714250908,53,F,GRADUATE,MARRIED,2,LESS THAN 40K,BLUE,2927,2517,410,0.86,47,3,4,2,60,2231,0.419,0.875,ATTRITED CUSTOMER,99.1593
714337233,43,F,GRADUATE,MARRIED,2,LESS THAN 40K,SILVER,10388,1961,8427,0.189,25,6,2,4,61,10294,0.703,0.649,ATTRITED CUSTOMER,99.1499
708288108,43,M,POSTGRADUATE,UNKNOWN,4,80K - 120K,BLUE,5639,1547,4092,0.274,30,2,5,3,15,647,1.087,0.364,ATTRITED CUSTOMER,99.1474
708376983,58,F,UNKNOWN,SINGLE,1,UNKNOWN,BLUE,8513,799,7714,0.094,50,5,2,2,37,2119,0.451,0.542,ATTRITED CUSTOMER,99.1458
712010358,49,M,GRADUATE,SINGLE,4,80K - 120K,BLUE,3999,0,3999,0.0,36,2,3,2,76,7567,0.938,0.652,ATTRITED CUSTOMER,99.1446
778378983,54,F,GRADUATE,SINGLE,1,LESS THAN 40K,BLUE,2939,2152,787,0.732,34,5,2,2,42,2476,0.555,0.355,ATTRITED CUSTOMER,99.1441
712075083,50,M,HIGHSCHOOL,SINGLE,4,MORE THAN 120K,BLUE,6982,0,6982,0.0,41,4,3,3,50,4830,1.018,0.724,ATTRITED CUSTOMER,99.1415
788835408,49,F,UNKNOWN,MARRIED,3,LESS THAN 40K,BLUE,2910,0,2910,0.0,33,6,3,3,41,2648,0.789,0.464,ATTRITED CUSTOMER,99.1404
716022258,51,F,COLLEGE,SINGLE,3,LESS THAN 40K,BLUE,8960,2222,6738,0.248,36,3,3,3,40,1853,0.382,0.333,ATTRITED CUSTOMER,99.1221
710754933,61,F,GRADUATE,MARRIED,0,LESS THAN 40K,BLUE,1438,0,1438,0.0,49,6,2,3,20,840,0.94,0.818,ATTRITED CUSTOMER,99.1191
816013383,65,F,GRADUATE,DIVORCED,0,LESS THAN 40K,BLUE,6184,0,6184,0.0,56,3,6,3,27,1712,1.016,0.286,ATTRITED CUSTOMER,99.1185
708841233,41,M,COLLEGE,MARRIED,2,80K - 120K,BLUE,14682,2517,12165,0.171,33,2,3,3,72,8193,1.041,0.846,ATTRITED CUSTOMER,99.1179
812247033,51,F,UNEDUCATED,MARRIED,3,LESS THAN 40K,BLUE,3536,0,3536,0.0,46,5,5,2,39,3281,0.542,0.393,ATTRITED CUSTOMER,99.1143
770724558,42,M,COLLEGE,MARRIED,2,60K - 80K,BLUE,7340,0,7340,0.0,28,6,1,3,24,838,0.65,0.412,ATTRITED CUSTOMER,99.1106
794507133,37,F,DOCTORATE,SINGLE,2,40K - 60K,BLUE,1900,0,1900,0.0,18,4,1,3,46,2880,0.776,0.353,ATTRITED CUSTOMER,99.1081
789880533,46,F,GRADUATE,SINGLE,4,40K - 60K,BLUE,5913,1651,4262,0.279,36,5,3,4,39,2404,0.79,0.56,ATTRITED CUSTOMER,99.0959
709178733,50,F,POSTGRADUATE,MARRIED,2,40K - 60K,BLUE,5527,1120,4407,0.203,36,3,2,3,37,2281,0.442,0.48,ATTRITED CUSTOMER,99.0952
789662283,50,F,HIGHSCHOOL,MARRIED,3,LESS THAN 40K,BLUE,2140,0,2140,0.0,33,3,3,4,50,2915,0.765,0.316,ATTRITED CUSTOMER,99.0873
718877883,44,F,UNKNOWN,SINGLE,3,LESS THAN 40K,BLUE,5644,2517,3127,0.446,36,3,1,1,44,2440,0.86,0.76,ATTRITED CUSTOMER,99.0868
708653958,38,M,COLLEGE,MARRIED,3,60K - 80K,BLUE,6114,1461,4653,0.239,36,5,2,2,36,2608,0.772,0.385,ATTRITED CUSTOMER,99.0856
711096633,37,F,UNEDUCATED,UNKNOWN,2,LESS THAN 40K,SILVER,12203,0,12203,0.0,29,5,2,6,94,8600,0.9,0.843,ATTRITED CUSTOMER,99.0824
772695033,47,M,HIGHSCHOOL,SINGLE,5,80K - 120K,BLUE,18800,2517,16283,0.134,37,3,4,4,23,1575,0.482,0.211,ATTRITED CUSTOMER,99.0824
794571108,39,M,GRADUATE,DIVORCED,2,40K - 60K,SILVER,17894,304,17590,0.017,23,5,2,3,63,4691,0.965,0.465,ATTRITED CUSTOMER,99.0767
719881533,46,M,COLLEGE,MARRIED,2,40K - 60K,SILVER,16547,0,16547,0.0,34,5,3,4,41,1561,0.242,0.367,ATTRITED CUSTOMER,99.0733
714789033,54,F,GRADUATE,MARRIED,1,LESS THAN 40K,BLUE,3173,2517,656,0.793,50,3,3,3,51,2763,0.619,0.821,ATTRITED CUSTOMER,99.0726
789095958,50,M,UNKNOWN,SINGLE,1,60K - 80K,BLUE,7603,744,6859,0.098,38,4,3,3,42,2497,0.711,0.273,ATTRITED CUSTOMER,99.0707
717592758,44,F,UNKNOWN,SINGLE,3,LESS THAN 40K,BLUE,1606,1578,28,0.983,36,3,2,2,44,2418,0.85,0.467,ATTRITED CUSTOMER,99.0642
711918033,37,F,UNKNOWN,MARRIED,3,LESS THAN 40K,BLUE,1468,1074,394,0.732,17,3,1,3,32,2050,0.697,0.524,ATTRITED CUSTOMER,99.0585
719071158,54,F,GRADUATE,SINGLE,0,UNKNOWN,PLATINUM,34516,0,34516,0.0,38,2,2,2,54,3901,0.695,0.421,ATTRITED CUSTOMER,99.0519
712196508,46,F,HIGHSCHOOL,SINGLE,3,UNKNOWN,BLUE,29543,1164,28379,0.039,34,4,3,3,27,1015,0.717,0.35,ATTRITED CUSTOMER,99.0462
715960308,53,F,GRADUATE,DIVORCED,1,LESS THAN 40K,BLUE,4090,2517,1573,0.615,44,3,3,3,49,2016,0.562,0.69,ATTRITED CUSTOMER,99.0448
768162108,49,M,COLLEGE,MARRIED,3,MORE THAN 120K,BLUE,4781,0,4781,0.0,43,5,3,3,50,2451,0.788,0.667,ATTRITED CUSTOMER,99.0251
813752433,43,F,GRADUATE,SINGLE,3,LESS THAN 40K,BLUE,4075,1986,2089,0.487,38,5,2,4,27,2449,1.214,0.038,ATTRITED CUSTOMER,99.0207
711949683,55,F,COLLEGE,DIVORCED,2,40K - 60K,BLUE,4410,2517,1893,0.571,36,6,2,3,44,1883,0.53,0.63,ATTRITED CUSTOMER,99.0139
709307808,59,F,HIGHSCHOOL,MARRIED,2,40K - 60K,BLUE,4375,0,4375,0.0,36,3,3,3,53,2507,0.621,0.472,ATTRITED CUSTOMER,99.0083
716573058,54,F,DOCTORATE,UNKNOWN,3,LESS THAN 40K,BLUE,1438,0,1438,0.0,36,3,3,4,40,1598,0.499,0.29,ATTRITED CUSTOMER,99.0058
717748608,35,F,HIGHSCHOOL,MARRIED,4,LESS THAN 40K,BLUE,1555,872,683,0.561,24,3,2,4,51,2252,0.772,0.645,ATTRITED CUSTOMER,98.9971
711412533,40,F,HIGHSCHOOL,SINGLE,3,LESS THAN 40K,BLUE,5492,1573,3919,0.286,35,6,3,5,45,2416,0.636,0.667,ATTRITED CUSTOMER,98.9855
718353633,50,M,POSTGRADUATE,UNKNOWN,1,80K - 120K,GOLD,34516,0,34516,0.0,36,2,3,2,75,5547,1.032,0.744,ATTRITED CUSTOMER,98.9846
713945883,62,F,GRADUATE,MARRIED,2,LESS THAN 40K,BLUE,2490,513,1977,0.206,52,4,2,2,20,864,0.678,0.333,ATTRITED CUSTOMER,98.9777
710484408,39,M,POSTGRADUATE,MARRIED,4,MORE THAN 120K,BLUE,8700,1742,6958,0.2,29,6,3,3,50,2306,0.454,0.613,ATTRITED CUSTOMER,98.9618
712329933,47,F,HIGHSCHOOL,UNKNOWN,1,LESS THAN 40K,BLUE,3654,0,3654,0.0,41,6,3,2,44,1998,0.63,0.467,ATTRITED CUSTOMER,98.9602
709785783,35,F,GRADUATE,SINGLE,0,LESS THAN 40K,BLUE,2300,0,2300,0.0,25,5,3,4,34,1485,0.877,0.478,ATTRITED CUSTOMER,98.9535
713474733,51,M,GRADUATE,SINGLE,2,80K - 120K,BLUE,1438,327,1111,0.227,31,5,3,2,40,1783,0.528,0.481,ATTRITED CUSTOMER,98.9438
708654933,51,F,DOCTORATE,MARRIED,2,LESS THAN 40K,PLATINUM,15987,193,15794,0.012,42,3,2,3,46,2021,0.435,0.394,ATTRITED CUSTOMER,98.936
714078558,62,F,HIGHSCHOOL,MARRIED,1,40K - 60K,BLUE,5249,0,5249,0.0,53,2,1,1,31,1315,0.758,0.722,ATTRITED CUSTOMER,98.9314
719657583,44,M,GRADUATE,MARRIED,3,40K - 60K,BLUE,9502,2457,7045,0.259,40,2,2,6,57,2310,0.915,0.676,ATTRITED CUSTOMER,98.9266
719098308,56,F,HIGHSCHOOL,SINGLE,2,LESS THAN 40K,BLUE,2423,268,2155,0.111,42,5,4,2,59,2516,0.804,0.639,ATTRITED CUSTOMER,98.9206
811527933,65,F,COLLEGE,SINGLE,0,LESS THAN 40K,SILVER,10885,1758,9127,0.162,56,3,4,3,39,2291,0.8,0.773,ATTRITED CUSTOMER,98.9102
789177333,47,F,GRADUATE,MARRIED,2,LESS THAN 40K,BLUE,1693,1088,605,0.643,36,6,3,2,40,2104,0.532,0.739,ATTRITED CUSTOMER,98.9101
717489033,27,F,HIGHSCHOOL,SINGLE,0,LESS THAN 40K,BLUE,1438,0,1438,0.0,18,6,1,4,40,2641,0.781,0.6,ATTRITED CUSTOMER,98.8974
739594758,51,F,GRADUATE,SINGLE,2,LESS THAN 40K,BLUE,3181,2517,664,0.791,44,6,3,2,16,818,0.595,0.455,ATTRITED CUSTOMER,98.8972
801380808,44,M,DOCTORATE,MARRIED,2,80K - 120K,BLUE,25894,2517,23377,0.097,38,1,2,1,49,4847,1.046,0.815,ATTRITED CUSTOMER,98.8962
719325783,65,M,UNKNOWN,SINGLE,2,LESS THAN 40K,BLUE,2954,2517,437,0.852,36,4,2,3,28,1909,0.619,0.474,ATTRITED CUSTOMER,98.893
711819708,33,F,POSTGRADUATE,UNKNOWN,3,UNKNOWN,BLUE,4734,2517,2217,0.532,25,3,2,4,55,2275,0.483,0.897,ATTRITED CUSTOMER,98.8915
779247483,46,F,UNEDUCATED,UNKNOWN,1,UNKNOWN,BLUE,2069,0,2069,0.0,28,5,2,6,55,2754,0.656,0.667,ATTRITED CUSTOMER,98.8835
712733958,46,F,UNKNOWN,SINGLE,2,LESS THAN 40K,BLUE,1731,0,1731,0.0,36,6,3,3,46,2304,0.529,1.0,ATTRITED CUSTOMER,98.8643
712693908,43,M,GRADUATE,MARRIED,3,MORE THAN 120K,BLUE,13883,783,13100,0.056,31,2,4,1,32,1871,0.749,0.684,ATTRITED CUSTOMER,98.8596
765459858,47,M,GRADUATE,DIVORCED,3,LESS THAN 40K,BLUE,6397,0,6397,0.0,40,4,4,3,56,2511,0.632,0.556,ATTRITED CUSTOMER,98.8586
709612983,41,F,GRADUATE,MARRIED,2,40K - 60K,BLUE,2990,1828,1162,0.611,36,5,2,4,41,2265,0.488,0.414,ATTRITED CUSTOMER,98.8561
716306583,64,M,GRADUATE,SINGLE,0,LESS THAN 40K,BLUE,3812,2517,1295,0.66,36,3,3,5,45,2325,0.586,0.731,ATTRITED CUSTOMER,98.8547
709707033,45,M,GRADUATE,SINGLE,3,60K - 80K,BLUE,13162,0,13162,0.0,32,2,3,2,38,1424,0.512,0.583,ATTRITED CUSTOMER,98.8494
